Driver,Degradation,Overtaking,Power vs Downforce Sensitivity,Volatility,Driver Sharpe Ratio,Teammate Delta Sharpe Ratio
HAM,Low,Processional,Balanced,Stable,1.0099649994864097,0.7329946528636566
HAM,Low,Processional,Power-Dominant,Stable,0.33563749317803354,-0.13489946847093667
HAM,Low,Raceable,Power-Dominant,Stable,0.7245901511273842,-0.49207929418290286
HAM,Moderate,Processional,Downforce-Dominant,Stable,0.2959022210230964,-0.41139522250141947
HAM,Moderate,Raceable,Balanced,Stable,0.38550017252538954,-0.29405856461369745
HAM,Moderate,Raceable,Power-Dominant,Stable,-0.8026890245421996,-1.0799012503460572
HAM,Very High,Raceable,Balanced,Stable,1.3714483663684611,-0.321752209186309
HUL,High,Processional,Balanced,Stable,-0.6794522121820262,0.23812775148490464
HUL,High,Processional,Power-Dominant,Stable,-0.07653311606529951,-0.16483336603974202
HUL,High,Raceable,Downforce-Dominant,Stable,-1.2942676566759892,-0.6337792186060857
HUL,Low,Processional,Balanced,Stable,-0.17998532787510796,0.3833216275849101
HUL,Low,Processional,Power-Dominant,Stable,-0.07846880277416195,0.04536585160905521
HUL,Low,Raceable,Power-Dominant,Stable,-1.3184368624367158,-0.06132056575048339
HUL,Moderate,Processional,Downforce-Dominant,Stable,-0.8705504808430963,-0.3189003866803525
HUL,Moderate,Raceable,Balanced,Stable,-0.4039413746456315,0.44953751841650647
HUL,Moderate,Raceable,Power-Dominant,Stable,-0.07206514079677656,0.33322278134991407
HUL,Very High,Raceable,Balanced,Stable,-1.729218351922783,0.051047366325249754
LAW,High,Processional,Balanced,Stable,-0.8604846656955987,0.34224534644220456
LAW,High,Processional,Power-Dominant,Stable,-0.2986719376021513,0.366462298228938
LAW,Low,Processional,Balanced,Stable,-0.9245778183345431,-1.601525632492475
LAW,Low,Processional,Power-Dominant,Stable,-0.5241907563347562,-0.2442398140389391
LAW,Low,Raceable,Power-Dominant,Stable,-0.48147121327411585,-0.03401898528635955
LAW,Moderate,Processional,Downforce-Dominant,Stable,-0.35239412479535065,0.26737657851790914
LAW,Moderate,Raceable,Balanced,Stable,-0.7698645283236,-0.6802238334359567
LAW,Moderate,Raceable,Power-Dominant,Stable,-0.4149058998709175,0.2292903141568292
LAW,Very High,Raceable,Balanced,Stable,-0.687939246363689,0.1755558545940482
LEC,High,Processional,Balanced,Stable,0.7361231662969451,-0.08534156053034285
LEC,High,Processional,Power-Dominant,Stable,1.689606359529574,0.3073333036995818
LEC,High,Raceable,Downforce-Dominant,Stable,0.7883060855193174,0.25610014990444696
LEC,Low,Processional,Balanced,Stable,-0.4560243062409036,-0.7329946528636566
LEC,Low,Processional,Power-Dominant,Stable,0.605436430119907,0.1348994684709367
LEC,Low,Raceable,Power-Dominant,Stable,1.70874873949319,0.49207929418290286
LEC,Moderate,Processional,Downforce-Dominant,Stable,1.1186926660259353,0.41139522250141947
LEC,Moderate,Raceable,Balanced,Stable,0.9736173017527845,0.29405856461369745
LEC,Moderate,Raceable,Power-Dominant,Stable,1.357113476149915,1.0799012503460572
LEC,Very High,Raceable,Balanced,Stable,2.0149527847410793,0.3217522091863092
NOR,High,Processional,Balanced,Stable,1.774750997761967,0.059886367377196846
NOR,High,Processional,Power-Dominant,Stable,1.8157640264820343,0.13313084900985594
NOR,High,Raceable,Downforce-Dominant,Stable,1.5467456699770388,0.6219422308303563
NOR,Low,Processional,Balanced,Stable,1.764272503004947,-0.070286106734335
NOR,Low,Processional,Power-Dominant,Chaotic,0.5431991999445156,0.0
NOR,Low,Processional,Power-Dominant,Stable,1.1624137138512,0.02549013830982226
NOR,Low,Raceable,Power-Dominant,Stable,2.8511451114192057,0.5290480645164344
NOR,Moderate,Processional,Downforce-Dominant,Stable,0.7667616167286605,-0.07632745573733812
NOR,Moderate,Raceable,Balanced,Stable,2.04411098340692,-0.24304083150208078
NOR,Moderate,Raceable,Power-Dominant,Stable,0.99543674062786,-0.39317369692000315
NOR,Very High,Raceable,Balanced,Stable,1.119135678346537,-1.2278358230899606
OCO,High,Processional,Balanced,Stable,-0.8114261387294541,0.21732150680207285
OCO,High,Processional,Power-Dominant,Stable,-0.4592468997327655,0.32528990857783285
OCO,High,Raceable,Downforce-Dominant,Stable,-0.9012959460672734,-0.8133937087476931
OCO,Low,Processional,Balanced,Stable,0.721289329099581,0.9304473102997856
OCO,Low,Processional,Power-Dominant,Stable,-0.35062327943297694,0.12941943886390608
OCO,Low,Raceable,Power-Dominant,Stable,-1.2588551065712772,-0.20071274698124064
OCO,Moderate,Processional,Downforce-Dominant,Stable,-0.7863168895181174,-0.3204211901616819
OCO,Moderate,Raceable,Balanced,Stable,-0.08819313298282756,0.05589511315768654
OCO,Moderate,Raceable,Power-Dominant,Stable,-0.050728043037245596,0.13902259698730518
OCO,Very High,Raceable,Balanced,Stable,0.05647739644543368,0.18089714880859925
PIA,High,Processional,Balanced,Stable,1.6549782630075736,-0.05988636737719677
PIA,High,Processional,Power-Dominant,Stable,1.5495023284623224,-0.13313084900985594
PIA,High,Raceable,Downforce-Dominant,Stable,0.30286120831632624,-0.6219422308303563
PIA,Low,Processional,Balanced,Stable,1.9048447164736173,0.07028610673433522
PIA,Low,Processional,Power-Dominant,Stable,1.1381024675083231,-0.029131586639796918
PIA,Low,Raceable,Power-Dominant,Stable,1.7930489823863367,-0.5290480645164346
PIA,Moderate,Processional,Downforce-Dominant,Stable,0.9194165282033367,0.07632745573733812
PIA,Moderate,Raceable,Balanced,Stable,2.5301926464110815,0.24304083150208078
PIA,Moderate,Raceable,Power-Dominant,Stable,1.7817841344678662,0.39317369692000304
PIA,Very High,Raceable,Balanced,Stable,3.5748073245264584,1.2278358230899609
RUS,High,Processional,Balanced,Stable,1.2024348829011613,0.7105149048063667
RUS,High,Processional,Power-Dominant,Stable,0.9392815664968652,0.0
RUS,High,Raceable,Downforce-Dominant,Stable,0.06681161589293717,-0.09852551009190506
RUS,Low,Processional,Balanced,Stable,3.172858400694241,2.089860452690864
RUS,Low,Processional,Power-Dominant,Stable,0.659999198705192,0.029061371706645314
RUS,Low,Raceable,Power-Dominant,Stable,0.5563048733522465,-0.28374740215783156
RUS,Moderate,Processional,Downforce-Dominant,Stable,0.0294989654916245,-0.021402515502209736
RUS,Moderate,Raceable,Balanced,Stable,0.7512521365805026,0.42832349838715333
RUS,Moderate,Raceable,Power-Dominant,Stable,0.6390491423179074,0.70594878338004
RUS,Very High,Raceable,Balanced,Stable,2.380744426528018,1.1031868448189042
SAI,High,Processional,Balanced,Stable,-0.9457168939601955,-0.08699131232517247
SAI,High,Raceable,Downforce-Dominant,Stable,-0.6441157617052623,-0.610494811693324
SAI,Low,Processional,Balanced,Stable,-0.8518410307226402,-0.30390117431128383
SAI,Low,Processional,Power-Dominant,Stable,0.30130919871556266,0.06865098961409917
SAI,Low,Raceable,Power-Dominant,Stable,-0.3304502184527725,0.03087910699948676
SAI,Moderate,Processional,Downforce-Dominant,Stable,0.2827214306610732,0.16079603026600922
SAI,Moderate,Raceable,Balanced,Stable,-0.18268424760816776,0.060404432296288724
SAI,Moderate,Raceable,Power-Dominant,Stable,-0.38850317790722305,0.257116555363256
SAI,Very High,Raceable,Balanced,Stable,-0.40961016660251204,-0.14008832248864383
STR,High,Processional,Balanced,Stable,-0.15908886546843218,-0.40673896277095767
STR,High,Processional,Power-Dominant,Stable,-0.9448909015345519,-0.2641112039337853
STR,High,Raceable,Downforce-Dominant,Stable,-0.9915531180648177,-0.04874043917836157
STR,Low,Processional,Balanced,Stable,-0.7731332370277404,0.76736627687537
STR,Low,Processional,Power-Dominant,Stable,-0.55587056126218,0.04442868801034441
STR,Low,Raceable,Power-Dominant,Stable,-0.9319950255045927,-0.03388710132524875
STR,Moderate,Processional,Downforce-Dominant,Stable,-1.0428418755290496,-0.09171192792336957
STR,Moderate,Raceable,Balanced,Stable,-0.6908111607926576,0.18156288370262133
STR,Moderate,Raceable,Power-Dominant,Stable,0.05731169062476155,0.07276546436383576
STR,Very High,Raceable,Balanced,Stable,-1.9049570986224285,-0.6117325604024697
TSU,High,Processional,Balanced,Stable,-1.0560805932800559,-0.8848126328099735
TSU,High,Processional,Power-Dominant,Stable,-0.7326573505144911,0.0
TSU,High,Raceable,Downforce-Dominant,Stable,0.196207766824649,-1.9216582557060318
TSU,Low,Processional,Balanced,Stable,-2.7918238402019413,-1.4758716400949334
TSU,Low,Processional,Power-Dominant,Stable,-0.7043851089240993,-1.2601350905621151
TSU,Moderate,Processional,Downforce-Dominant,Stable,-1.6088845969484002,-0.9984632776676882
TSU,Moderate,Raceable,Balanced,Stable,-0.8078298888247175,-1.4567927882196923
TSU,Moderate,Raceable,Power-Dominant,Stable,-1.050371646534541,-1.8409830169915806
TSU,Very High,Raceable,Balanced,Stable,-0.5531952454904858,-0.3836172859667728
VER,High,Processional,Balanced,Stable,0.7135446723398909,0.8848126328099735
VER,High,Raceable,Downforce-Dominant,Stable,4.039524278236712,1.9216582557060313
VER,Low,Processional,Balanced,Stable,0.15991943998792552,1.4758716400949334
VER,Low,Processional,Power-Dominant,Stable,1.815885072200131,1.2601350905621151
VER,Low,Raceable,Power-Dominant,Stable,2.222917671908983,0.0
VER,Moderate,Processional,Downforce-Dominant,Stable,0.38804195838697614,0.9984632776676883
VER,Moderate,Raceable,Balanced,Stable,2.1057556876146672,1.4567927882196923
VER,Moderate,Raceable,Power-Dominant,Stable,2.6315943874486205,1.8409830169915806
VER,Very High,Raceable,Balanced,Stable,0.21403932644305979,0.3836172859667728
